metric,mean,count
round,3.0,44.0
client_id,3.0,44.0
silhouette_global,0.14529498367176677,44.0
silhouette_local,0.2214907630614512,44.0
acc_superTree_localTest,0.7272727272727273,44.0
prec_superTree_localTest,0.7122994652406415,44.0
rec_superTree_localTest,0.7272727272727273,44.0
f1_superTree_localTest,0.7130681818181819,44.0
acc_superTree_globalTest,0.7272727272727273,44.0
prec_superTree_globalTest,0.7177033492822965,44.0
rec_superTree_globalTest,0.7272727272727273,44.0
f1_superTree_globalTest,0.7136583223539745,44.0
acc_localTree_localTest,0.5909090909090908,44.0
prec_localTree_localTest,0.5909090909090908,44.0
rec_localTree_localTest,0.5909090909090908,44.0
f1_localTree_localTest,0.5909090909090908,44.0
acc_localTree_globalTest,0.7467532467532467,44.0
prec_localTree_globalTest,0.7401405933516024,44.0
rec_localTree_globalTest,0.7467532467532467,44.0
f1_localTree_globalTest,0.740694711986578,44.0
jaccard_cov_globalZ,0.6285595007911929,44.0
covL_globalZ,0.6676136363636364,44.0
covG_globalZ,0.43787878787878787,44.0
covInter_globalZ,0.40378787878787886,44.0
covUnion_globalZ,0.7017045454545454,44.0
jaccard_cov_localZ,0.7460297004329282,44.0
covL_localZ,0.4439393939393939,44.0
covG_localZ,0.49090909090909085,44.0
covInter_localZ,0.39128787878787874,44.0
covUnion_localZ,0.543560606060606,44.0
ratio_has_factual_globalZ,1.0,44.0
ratio_has_factual_localZ,1.0,44.0
