metric,mean
acc_localTree_globalTest,0.9233409610983982
acc_localTree_localTest,0.9565217391304344
acc_superTree_globalTest,0.9473684210526315
acc_superTree_localTest,0.9565217391304344
client_id,1.8478260869565217
covG_globalZ,0.44983163841807905
covG_localZ,0.612830303030303
covInter_globalZ,0.40228587570621466
covInter_localZ,0.445030303030303
covL_globalZ,0.6683581920903954
covL_localZ,0.5100666666666666
covUnion_globalZ,0.7159039548022598
covUnion_localZ,0.6778666666666667
f1_localTree_globalTest,0.9231843685791059
f1_localTree_localTest,0.9560732574447961
f1_superTree_globalTest,0.9467638691322907
f1_superTree_localTest,0.9560732574447961
jaccard_cov_globalZ,0.595605019977634
jaccard_cov_localZ,0.6762188613683143
prec_localTree_globalTest,0.9361649130106315
prec_localTree_localTest,0.9562218890554718
prec_superTree_globalTest,0.9487534626038783
prec_superTree_localTest,0.9562218890554718
ratio_has_factual_globalZ,0.9062271062271063
ratio_has_factual_localZ,0.9062271062271063
rec_localTree_globalTest,0.9233409610983982
rec_localTree_localTest,0.9565217391304344
rec_superTree_globalTest,0.9473684210526315
rec_superTree_localTest,0.9565217391304344
round,3.0
silhouette_global,0.5274169991852549
silhouette_local,0.3035313991207517
