metric,mean,count
round,3.0,62.0
client_id,1.0,62.0
silhouette_global_LORE,0.5821896742470213,62.0
silhouette_local_LORE,0.40385069858556605,62.0
tree_fidelity_lore_global,0.9567204301075269,62.0
tree_fidelity_lore_local,0.9440860215053765,62.0
acc_localTree_localTest,0.8225806451612901,62.0
acc_localTree_globalTest,0.7333333333333334,62.0
acc_nn_local_localTest,0.8709677419354835,62.0
acc_nn_global_localTest,0.8225806451612901,62.0
acc_nn_local_globalTest,0.7166666666666669,62.0
acc_nn_global_globalTest,0.7766666666666663,62.0
has_factual_local,0.9838709677419355,62.0
has_factual_global,1.0,62.0
model_disagreement,0.11290322580645161,62.0
ratio_opposite_neighborhood_local,0.5094086021505376,62.0
ratio_opposite_neighborhood_global,0.5233870967741935,62.0
cov_ruleLocal_on_localZ_LORE,0.6506830601092897,61.0
cov_ruleLocal_on_globalZ_LORE,0.6777322404371586,61.0
cov_ruleGlobal_on_localZ_LORE,0.5743279569892473,62.0
cov_ruleGlobal_on_globalZ_LORE,0.4537634408602149,62.0
jaccard_cov_globalZ_LORE,0.5470147425598582,54.0
covInter_globalZ_LORE,0.4043209876543209,54.0
covUnion_globalZ_LORE,0.7449074074074076,54.0
jaccard_cov_localZ_LORE,0.5832595413711992,54.0
covInter_localZ_LORE,0.45601851851851855,54.0
covUnion_localZ_LORE,0.7794753086419755,54.0
jaccard_lore_struct,0.6783708137026243,49.0
sim_aditiva_lore,0.7495992865744052,49.0
delta_lime_testlocal,0.01681004105396356,55.0
delta_lime_testglobal,0.016524508768765264,55.0
delta_shap_testlocal,0.02269914465142867,55.0
delta_shap_testglobal,0.022776091961650258,55.0
jaccard_anchor_struct_testlocal,0.8185875233425143,37.0
jaccard_anchor_struct_testglobal,0.6640167084377611,35.0
sim_aditiva_anchor_testlocal,0.8840966464551078,41.0
sim_aditiva_anchor_testglobal,0.8671692805245436,55.0
anchor_prec_testlocal_local,0.9096371065562522,60.0
anchor_prec_testlocal_global,0.9586207266211831,62.0
anchor_prec_testglobal_local,0.9426308801096197,62.0
anchor_prec_testglobal_global,0.9330095143985505,62.0
anchor_cov_testlocal_local,0.7443548387096774,60.0
anchor_cov_testlocal_global,0.5715400624349636,62.0
anchor_cov_testglobal_local,0.5582258064516129,62.0
anchor_cov_testglobal_global,0.5612365591397849,62.0
pred_agreement_localTest,0.8870967741935486,62.0
pred_agreement_globalTest,0.8666666666666669,62.0
ratio_has_factual_globalZ_LORE,0.8709677419354839,62.0
ratio_has_factual_localZ_LORE,0.8709677419354839,62.0
ratio_model_disagreement,0.11290322580645161,62.0
ratio_fail_monoclase_only,0.016129032258064516,62.0
ratio_fail_disagreement_only,0.11290322580645161,62.0
ratio_fail_both_causes,0.0,62.0
ratio_fail_noniid_local,0.016129032258064516,62.0
ratio_fail_global_only,0.0,62.0
ratio_fail_geometric,0.0,62.0
stability_shap_global,0.3596774193548387,1.0
stability_lime_global,0.44420033950868854,1.0
stability_anchor_testlocal_global,0.24248463901689707,1.0
stability_lore_global,0.00543010752688172,1.0
ratio_has_anchor_testlocal_global,1.0,1.0
ratio_has_anchor_testglobal_global,1.0,1.0
stability_shap_local,0.41967741935483877,1.0
stability_lime_local,0.44420033950868854,1.0
stability_anchor_testlocal_local,0.11881720430107526,1.0
stability_lore_local,0.0218394777265745,1.0
ratio_has_anchor_testlocal_local,0.967741935483871,1.0
ratio_has_anchor_testglobal_local,1.0,1.0
