metric,mean,count
round,3.0,86.0
client_id,1.0,86.0
silhouette_global,-0.894900258644391,86.0
silhouette_local,-1.0,86.0
acc_superTree_localTest,1.0,86.0
prec_superTree_localTest,1.0,86.0
rec_superTree_localTest,1.0,86.0
f1_superTree_localTest,1.0,86.0
acc_superTree_globalTest,0.6315789473684209,86.0
prec_superTree_globalTest,0.39889196675900257,86.0
rec_superTree_globalTest,0.6315789473684209,86.0
f1_superTree_globalTest,0.4889643463497455,86.0
acc_localTree_localTest,1.0,86.0
prec_localTree_localTest,1.0,86.0
rec_localTree_localTest,1.0,86.0
f1_localTree_localTest,1.0,86.0
acc_localTree_globalTest,0.6315789473684209,86.0
prec_localTree_globalTest,0.39889196675900257,86.0
rec_localTree_globalTest,0.6315789473684209,86.0
f1_localTree_globalTest,0.4889643463497455,86.0
jaccard_cov,0.9596791443850268,85.0
cov_factual_local,1.0,85.0
cov_factual_global,0.9596791443850268,85.0
cov_interseccion,0.9596791443850268,85.0
cov_union,1.0,85.0
ratio_has_factual,0.9883720930232558,85.0
