round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,acc_rf_localTest,fidelity_localtree_rf_localTest,acc_rf_globalTest,fidelity_localtree_rf_globalTest,fidelity_supertree_rf_globalTest,fidelity_supertree_rf_localTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,4,Yes,No,-0.27067360492060627,-0.31168703710836987,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,0.5185185185185185,0.8468468468468469,0.6306306306306306,0.5045045045045045,0.972972972972973,0.43333333333333335,0.43333333333333335,1.0,0.43333333333333335,1.0
3,pablopalacios23/Diabetes,4,Yes,Yes,-1.0,0.5973108783613971,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,pablopalacios23/Diabetes,4,Yes,No,-0.25673638896126827,0.6024260192519345,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,0.90625,0.5225225225225225,0.5765765765765766,0.5225225225225225,0.5765765765765766,0.46551724137931033,0.45,0.9666666666666667,0.45,0.9666666666666667
3,pablopalacios23/Diabetes,4,Yes,Yes,-1.0,0.5212365932974072,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,pablopalacios23/Diabetes,4,Yes,Yes,-1.0,0.6369984480404537,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,pablopalacios23/Diabetes,4,Yes,No,-1.0,0.5052074204198157,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,pablopalacios23/Diabetes,4,Yes,No,0.015950352313249358,0.7670846582705008,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,0.6090909090909091,0.990909090909091,0.6181818181818182,0.6090909090909091,1.0,0.475,0.48333333333333334,0.9916666666666667,0.475,1.0
3,pablopalacios23/Diabetes,4,Yes,Yes,-1.0,0.6485947738572412,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,pablopalacios23/Diabetes,4,Yes,No,-1.0,0.5281936416554684,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,pablopalacios23/Diabetes,4,Yes,Yes,-1.0,0.5362183578251912,0.65,0.6159722222222223,0.65,0.6242479159115621,0.7142857142857143,0.7233475479744137,0.7142857142857143,0.6694056694056694,0.6333333333333333,0.601582105837425,0.6333333333333333,0.6114583333333333,0.7207792207792207,0.7145544111061353,0.7207792207792207,0.6942401641196821,0.7166666666666667,0.8166666666666667,0.7857142857142857,0.7532467532467533,0.7597402597402597,0.8333333333333334,0.7166666666666667,0.31666666666666665,0.7402597402597403,0.35064935064935066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
