metric,mean,count
round,3.0,29.0
client_id,4.0,29.0
silhouette_global,0.3910586615310427,29.0
silhouette_local,0.3557869742130314,29.0
acc_superTree_localTest,0.758620689655172,29.0
prec_superTree_localTest,0.7568965517241383,29.0
rec_superTree_localTest,0.758620689655172,29.0
f1_superTree_localTest,0.7256115531977597,29.0
acc_superTree_globalTest,0.7467532467532468,29.0
prec_superTree_globalTest,0.7491267353336319,29.0
rec_superTree_globalTest,0.7467532467532468,29.0
f1_superTree_globalTest,0.7226829395504095,29.0
acc_localTree_localTest,0.758620689655172,29.0
prec_localTree_localTest,0.7522577996715929,29.0
rec_localTree_localTest,0.758620689655172,29.0
f1_localTree_localTest,0.7544649483005985,29.0
acc_localTree_globalTest,0.7337662337662335,29.0
prec_localTree_globalTest,0.7306696729883481,29.0
rec_localTree_globalTest,0.7337662337662335,29.0
f1_localTree_globalTest,0.7319301388266906,29.0
jaccard_cov_globalZ,0.46033459112778097,29.0
covL_globalZ,0.7525862068965516,29.0
covG_globalZ,0.38850574712643676,29.0
covInter_globalZ,0.3482758620689655,29.0
covUnion_globalZ,0.792816091954023,29.0
jaccard_cov_localZ,0.6178605097366802,29.0
covL_localZ,0.44511494252873557,29.0
covG_localZ,0.5336206896551724,29.0
covInter_localZ,0.3566091954022989,29.0
covUnion_localZ,0.6221264367816091,29.0
ratio_has_factual_globalZ,1.0,29.0
ratio_has_factual_localZ,1.0,29.0
