round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,6,No,No,0.9414398263470531,0.8262460423027955,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.7884615384615384,0.4,0.375,0.3416666666666667,0.43333333333333335,0.4222222222222222,0.38333333333333336,0.6833333333333333,0.31666666666666665,0.75
3,pablopalacios23/Diabetes,6,No,No,0.9036646623014061,0.8624024718594065,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.45348837209302323,0.6833333333333333,0.35833333333333334,0.325,0.7166666666666667,0.8372093023255814,0.325,0.3333333333333333,0.3,0.35833333333333334
3,pablopalacios23/Diabetes,6,No,No,0.9003288180230098,0.8072590801580753,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.8076923076923077,0.4083333333333333,0.375,0.35,0.43333333333333335,0.851063829787234,0.3416666666666667,0.38333333333333336,0.3333333333333333,0.39166666666666666
3,pablopalacios23/Diabetes,6,Yes,Yes,-0.6259113590722017,-0.3722528989171495,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.3893805309734513,0.8416666666666667,0.4666666666666667,0.36666666666666664,0.9416666666666667,0.4017857142857143,0.43333333333333335,0.875,0.375,0.9333333333333333
3,pablopalacios23/Diabetes,6,No,No,0.8865302472485326,0.9376605684943938,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.6964285714285714,0.4083333333333333,0.38333333333333336,0.325,0.4666666666666667,0.7894736842105263,0.4,0.45,0.375,0.475
3,pablopalacios23/Diabetes,6,Yes,Yes,-0.43126301134139927,-0.400732681367422,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.36752136752136755,0.9333333333333333,0.4,0.35833333333333334,0.975,0.5098039215686274,0.5166666666666667,0.7666666666666667,0.43333333333333335,0.85
3,pablopalacios23/Diabetes,6,No,No,0.8993813857767062,0.7748602818528469,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.8846153846153846,0.4166666666666667,0.4,0.38333333333333336,0.43333333333333335,0.8,0.38333333333333336,0.36666666666666664,0.3333333333333333,0.4166666666666667
3,pablopalacios23/Diabetes,6,Yes,Yes,0.7088695902265593,0.6505912501022221,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.7384615384615385,0.425,0.5166666666666667,0.4,0.5416666666666666,0.4576271186440678,0.4583333333333333,0.975,0.45,0.9833333333333333
3,pablopalacios23/Diabetes,6,No,No,0.7688637231083622,0.8612418450177534,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.4444444444444444,0.7083333333333334,0.375,0.3333333333333333,0.75,0.8636363636363636,0.3416666666666667,0.3416666666666667,0.31666666666666665,0.36666666666666664
3,pablopalacios23/Diabetes,6,Yes,Yes,0.3336301451472027,0.33697740965932554,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.6984126984126984,0.4083333333333333,0.48333333333333334,0.36666666666666664,0.525,0.4563106796116505,0.425,0.825,0.39166666666666666,0.8583333333333333
3,pablopalacios23/Diabetes,6,No,No,0.910163870035067,0.6755103807108657,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.3944954128440367,0.8583333333333333,0.4083333333333333,0.35833333333333334,0.9083333333333333,0.723404255319149,0.36666666666666664,0.30833333333333335,0.2833333333333333,0.39166666666666666
3,pablopalacios23/Diabetes,6,Yes,No,0.24359839453541762,0.7753091025481327,0.7419354838709677,0.7638709677419355,0.7419354838709677,0.7165200391006843,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7419354838709677,0.7433380084151472,0.7419354838709677,0.7284178187403995,0.7337662337662337,0.7251114954546856,0.7337662337662337,0.7236747438378277,0.7368421052631579,0.35,0.475,0.35,0.475,0.358974358974359,0.35,0.975,0.35,0.975
