round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_cov_combinedZ_LORE,covInter_combinedZ_LORE,covUnion_combinedZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/adult_1500_instances,2,>50K,>50K,0.7982299857733274,0.8914186298119853,0.9833333333333333,0.9666666666666667,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.43333333333333335,0.43333333333333335,0.475,0.4666666666666667,0.9285714285714286,0.43333333333333335,0.4666666666666667,0.9122807017543859,0.43333333333333335,0.475,0.9203539823008849,0.43333333333333335,0.4708333333333333,0.6889939111563876,0.8374762185000637,0.013388852848291721,0.013757061247637032,0.033284888654185815,0.028917942329149307,nan,0.7323943661971831,1.0,0.8661971830985915,0.8813041263372389,1.0,0.8501362397820164,0.9388535031847134,0.8,0.08333333333333333,0.23666666666666666,0.5,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,<=50K,<=50K,0.7478340653060267,0.6250977883286258,0.9833333333333333,0.9818181818181818,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.5363636363636364,0.5916666666666667,0.9272727272727272,0.4666666666666667,0.7162162162162162,0.44166666666666665,0.6166666666666667,0.5046728971962616,0.4909090909090909,0.9727272727272728,0.5911602209944752,0.4652173913043478,0.7869565217391304,0.40447325556117625,0.5875862068965517,0.013118459005248478,0.0137800716002641,0.025823134963649713,0.019225854778346183,nan,0.42857142857142855,nan,0.42857142857142855,1.0,1.0,0.9694444444444444,0.9889908256880734,0.4166666666666667,0.4166666666666667,0.1,0.62,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,<=50K,<=50K,0.6649837962997002,-0.6678653953482894,0.9833333333333333,0.9818181818181818,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,1.0,1.0,0.9181818181818182,0.5166666666666667,0.5166666666666667,0.5166666666666667,1.0,0.9181818181818182,0.9181818181818182,1.0,0.7086956521739131,0.7086956521739131,1.0,0.6192857142857144,0.6192857142857143,0.013001426612559949,0.01380998877299971,0.019899036929136374,0.033754280364957936,nan,nan,nan,1.0,1.0,0.9702251270878722,0.9538645895745955,0.9064638783269962,0.2,0.4166666666666667,0.36666666666666664,0.36666666666666664,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,>50K,>50K,0.5750187886837757,0.9153897610483348,0.9333333333333333,0.9666666666666667,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.0,0.0,0.775,0.5333333333333333,0.0,0.0,0.5333333333333333,0.0,0.0,0.775,0.0,0.0,0.6541666666666667,0.3992921296710962,0.5787339901477833,0.012263582980803114,0.0136775852210423,0.024763074201704174,0.03381158952249138,nan,0.7758620689655172,1.0,0.8879310344827587,0.9361578641903656,0.930635838150289,0.945993031358885,0.8731633170072622,0.25,0.5833333333333334,0.21,0.74,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,>50K,>50K,0.6952873553837269,0.8414575585133007,0.925,0.9833333333333333,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,1.0,1.0,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.9416666666666667,1.0,0.9416666666666667,0.9416666666666667,1.0,0.9416666666666667,0.9416666666666667,1.0,0.7155714285714286,0.7155714285714286,0.01301157428733246,0.01303701440856561,0.01536530669821997,0.02071014162261472,0.5714285714285714,nan,0.5714285714285714,nan,0.9386892177589852,0.9857707509881423,0.8740942028985508,0.8742138364779874,0.25,0.35,0.21,0.6333333333333333,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,>50K,>50K,0.6697914493455653,0.7232270282101202,0.9833333333333333,0.9583333333333334,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,1.0,1.0,0.875,0.4583333333333333,0.4583333333333333,0.4583333333333333,1.0,0.875,0.875,1.0,0.6666666666666666,0.6666666666666666,1.0,0.40831810344827585,0.6443891625615763,0.013241415188150776,0.013859894065945112,0.021568497924240083,0.025731137536999873,0.6206896551724139,0.7323943661971831,0.6206896551724138,0.8661971830985915,0.9516908212560387,0.9754098360655737,0.868230277185501,0.9820143884892086,0.25,0.4666666666666667,0.23666666666666666,0.5,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,<=50K,<=50K,0.7806672584605608,0.5369666170425771,0.9916666666666667,0.9636363636363636,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.5181818181818182,0.5666666666666667,0.5181818181818182,0.48333333333333334,0.8529411764705882,0.48333333333333334,0.5666666666666667,1.0,0.5181818181818182,0.5181818181818182,0.92,0.5,0.5434782608695652,0.8213186813186814,0.8213186813186812,0.013614255648175292,0.013704348812157905,0.02054739724551575,0.020487513563098088,nan,nan,1.0,1.0,0.9232456140350878,0.9683734939759037,0.960546282245827,0.9708617482951023,0.4166666666666667,0.4166666666666667,0.21333333333333335,0.36666666666666664,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,>50K,>50K,0.6772853107701908,0.8974059858179552,0.9833333333333333,0.95,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.5333333333333333,0.4666666666666667,0.5583333333333333,0.475,0.9824561403508771,0.4666666666666667,0.475,0.9552238805970149,0.5333333333333333,0.5583333333333333,0.967741935483871,0.5,0.5166666666666667,0.8966408268733851,0.8966408268733851,0.013057748833991273,0.01363325780039666,0.025610436101928927,0.025829145572269487,nan,0.6120689655172413,1.0,0.8060344827586207,0.9157667386609071,0.9259259259259259,0.8972332015810277,0.8897849462365591,0.5833333333333334,0.5833333333333334,0.5,0.6333333333333333,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,<=50K,<=50K,0.804317040930431,-0.2729982980139098,0.9416666666666667,0.9454545454545454,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.0,0.0,0.8909090909090909,0.45,0.0,0.0,0.45,0.0,0.0,0.8909090909090909,0.0,0.0,0.6608695652173913,0.16589500026738138,0.38395320197044336,0.012456211800574244,0.013693153083963634,0.02141297440808462,0.01985617457299185,0.42857142857142855,0.42857142857142855,0.8095238095238096,0.7142857142857143,0.9151376146788991,0.9267399267399268,0.8567239212400503,0.8933156263833555,0.25,0.25,0.26,0.26,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,>50K,>50K,0.611357129380941,0.8408490358737167,0.95,0.95,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,0.0,0.0,0.9583333333333334,0.5083333333333333,0.0,0.0,0.5083333333333333,0.0,0.0,0.9583333333333334,0.0,0.0,0.7333333333333333,0.6355172413793103,0.6355172413793103,0.013447919473165286,0.013173703555550968,0.02258801687485212,0.03021574726639719,nan,0.7758620689655172,1.0,0.7758620689655172,0.8741865509761388,0.9106566200215285,0.8747899159663866,0.8935559613879468,0.25,0.5833333333333334,0.21,0.74,0.8666666666666667,0.8166666666666667
3,pablopalacios23/adult_1500_instances,2,<=50K,<=50K,0.7984437816020652,-0.27051403133432467,0.9583333333333334,0.9090909090909091,0.7333333333333333,0.74,0.85,0.8166666666666667,0.73,0.7666666666666667,1,1,1.0,1.0,0.8636363636363636,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.0,0.8636363636363636,0.8636363636363636,1.0,0.6391304347826087,0.6391304347826087,1.0,0.3171753694581281,0.5679556650246306,0.012939212162691284,0.011870609050294289,0.017342849555217626,0.034415737822352105,nan,0.3879310344827586,1.0,0.6939655172413793,0.9608567208271788,0.9355424421243759,0.9136522753792299,0.9783783783783784,0.4166666666666667,0.7166666666666667,0.5,0.36666666666666664,0.8666666666666667,0.8166666666666667
