round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,acc_gb_localTest,fidelity_localtree_gb_localTest,acc_gb_globalTest,fidelity_localtree_gb_globalTest,fidelity_supertree_gb_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,2,No,No,-0.2716043578311736,0.4132909587557777,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.6911764705882353,0.48333333333333334,0.475,0.39166666666666666,0.5666666666666667,0.6111111111111112,0.44166666666666665,0.525,0.36666666666666664,0.6
3,pablopalacios23/Diabetes,2,No,No,0.36980797220420536,0.3660188877506296,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.819672131147541,0.475,0.45,0.4166666666666667,0.5083333333333333,0.5333333333333333,0.4666666666666667,0.875,0.4666666666666667,0.875
3,pablopalacios23/Diabetes,2,No,No,0.6607245479850343,-0.5996318391259086,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.9830508474576272,0.49166666666666664,0.48333333333333334,0.48333333333333334,0.49166666666666664
3,pablopalacios23/Diabetes,2,No,No,0.5424761504250099,-0.41037790893518544,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.7076923076923077,0.475,0.45,0.38333333333333336,0.5416666666666666,0.7166666666666667,0.38333333333333336,0.475,0.35833333333333334,0.5
3,pablopalacios23/Diabetes,2,No,No,-0.2659600626888887,-0.185494272773387,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.5576923076923077,0.8666666666666667,0.48333333333333334,0.48333333333333334,0.8666666666666667,1.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667
3,pablopalacios23/Diabetes,2,No,No,0.38518464262752544,0.22448673647578354,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.9830508474576272,0.48333333333333334,0.49166666666666664,0.48333333333333334,0.49166666666666664,1.0,0.5,0.5,0.5,0.5
3,pablopalacios23/Diabetes,2,No,No,-0.001934876681568559,0.5944244107413664,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.9830508474576272,0.49166666666666664,0.48333333333333334,0.48333333333333334,0.49166666666666664,0.96875,0.525,0.525,0.5166666666666667,0.5333333333333333
3,pablopalacios23/Diabetes,2,No,No,-0.4416774587055001,-0.06320606110611668,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.6578947368421053,0.5666666666666667,0.48333333333333334,0.4166666666666667,0.6333333333333333,0.9047619047619048,0.5,0.5,0.475,0.525
3,pablopalacios23/Diabetes,2,No,No,0.6625229091244204,-0.3476845081181787,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.819672131147541,0.425,0.5,0.4166666666666667,0.5083333333333333,0.6666666666666666,0.425,0.6166666666666667,0.4166666666666667,0.625
3,pablopalacios23/Diabetes,2,No,No,-0.011061799941986335,0.4555245380209977,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.967741935483871,0.5,0.5166666666666667,0.5,0.5166666666666667,0.49019607843137253,0.4166666666666667,0.85,0.4166666666666667,0.85
3,pablopalacios23/Diabetes,2,No,No,-0.3641681091170493,0.11123710080419594,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.8059701492537313,0.49166666666666664,0.5166666666666667,0.45,0.5583333333333333,0.4827586206896552,0.48333333333333334,0.95,0.4666666666666667,0.9666666666666667
3,pablopalacios23/Diabetes,2,No,No,0.43445039204117014,0.0934719857957431,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.8909090909090909,0.425,0.44166666666666665,0.4083333333333333,0.4583333333333333,0.9672131147540983,0.5,0.5,0.49166666666666664,0.5083333333333333
3,pablopalacios23/Diabetes,2,No,Yes,0.08633839924763173,0.752050100135562,0.8280254777070064,0.8183740944231049,0.8280254777070064,0.8153173202363594,0.7467532467532467,0.7458523642630644,0.7467532467532467,0.7255502608707568,0.8152866242038217,0.8036287393049354,0.8152866242038217,0.8042366367702476,0.7467532467532467,0.7433723301491897,0.7467532467532467,0.72822106899186,0.7770700636942676,0.8726114649681529,0.7597402597402597,0.8571428571428571,0.8571428571428571,0.3877551020408163,0.6416666666666667,0.49166666666666664,0.31666666666666665,0.8166666666666667,0.3673469387755102,0.325,0.7916666666666666,0.3,0.8166666666666667
