metric,mean
acc_localTree_globalTest,0.6883116883116884
acc_localTree_localTest,0.6514328063241107
acc_superTree_globalTest,0.7727272727272727
acc_superTree_localTest,0.7427947957839262
client_id,2.5
cmca_local_global,0.596259246678744
f1_localTree_globalTest,0.6903474100120475
f1_localTree_localTest,0.6447862058068278
f1_superTree_globalTest,0.7641125862030235
f1_superTree_localTest,0.7224574635646855
fcc_global,0.450927612858659
fcc_local,0.7210951624487629
prec_localTree_globalTest,0.6988246162557249
prec_localTree_localTest,0.6474912113045311
prec_superTree_globalTest,0.7680081627847654
prec_superTree_localTest,0.7379962025397669
rec_localTree_globalTest,0.6883116883116884
rec_localTree_localTest,0.6514328063241107
rec_superTree_globalTest,0.7727272727272727
rec_superTree_localTest,0.7427947957839262
round,3.0
silhouette_global,0.22229446605149636
silhouette_local,0.4049344571254162
