round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,acc_rf_localTest,fidelity_localtree_rf_localTest,acc_rf_globalTest,fidelity_localtree_rf_globalTest,fidelity_supertree_rf_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,1,Yes,Yes,0.4540961051146431,0.5065121940557514,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.7894736842105263,0.375,0.475,0.375,0.475,0.7397260273972602,0.48333333333333334,0.575,0.45,0.6083333333333333
3,pablopalacios23/Diabetes,1,Yes,No,0.18786727123679747,0.5105048282971174,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.6438356164383562,0.5083333333333333,0.49166666666666664,0.39166666666666666,0.6083333333333333,0.31896551724137934,0.35,0.925,0.30833333333333335,0.9666666666666667
3,pablopalacios23/Diabetes,1,Yes,No,0.34730297145443517,-0.2712821530525372,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.8181818181818182,0.4083333333333333,0.425,0.375,0.4583333333333333,0.5268817204301075,0.43333333333333335,0.75,0.4083333333333333,0.775
3,pablopalacios23/Diabetes,1,Yes,No,-0.14348959385692808,0.6059164110724186,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.4489795918367347,0.7083333333333334,0.475,0.36666666666666664,0.8166666666666667,0.5612244897959183,0.4583333333333333,0.8166666666666667,0.4583333333333333,0.8166666666666667
3,pablopalacios23/Diabetes,1,Yes,Yes,0.0772133259349035,0.23419698904236858,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.7213114754098361,0.39166666666666666,0.48333333333333334,0.36666666666666664,0.5083333333333333,0.45714285714285713,0.4,0.875,0.4,0.875
3,pablopalacios23/Diabetes,1,Yes,No,0.06866266238375435,0.23880352178122555,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.415929203539823,0.9083333333333333,0.425,0.39166666666666666,0.9416666666666667,0.7419354838709677,0.4583333333333333,0.44166666666666665,0.38333333333333336,0.5166666666666667
3,pablopalacios23/Diabetes,1,Yes,No,0.5074814963417955,0.08847799570059517,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.48484848484848486,0.75,0.475,0.4,0.825,0.43859649122807015,0.43333333333333335,0.9333333333333333,0.4166666666666667,0.95
3,pablopalacios23/Diabetes,1,Yes,No,0.6444406774152405,0.6359486215026633,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.41739130434782606,0.9166666666666666,0.44166666666666665,0.4,0.9583333333333334,0.5942028985507246,0.44166666666666665,0.475,0.3416666666666667,0.575
3,pablopalacios23/Diabetes,1,Yes,No,-0.11826242455170805,0.34017385408270917,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.5753424657534246,0.4666666666666667,0.49166666666666664,0.35,0.6083333333333333,0.4791666666666667,0.4166666666666667,0.7666666666666667,0.38333333333333336,0.8
3,pablopalacios23/Diabetes,1,Yes,No,0.47174678651492274,0.38066402656825815,0.6521739130434783,0.6454417952314165,0.6521739130434783,0.643707557985713,0.7662337662337663,0.7611699703804967,0.7662337662337663,0.756472201491092,0.6956521739130435,0.6950440863484342,0.6956521739130435,0.6823369565217392,0.7597402597402597,0.7537092736747387,0.7597402597402597,0.7506333054146248,0.6739130434782609,0.7608695652173914,0.7727272727272727,0.8701298701298701,0.8636363636363636,0.4444444444444444,0.95,0.4583333333333333,0.43333333333333335,0.975,0.696969696969697,0.5083333333333333,0.425,0.38333333333333336,0.55
