round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,acc_rf_localTest,fidelity_localtree_rf_localTest,acc_rf_globalTest,fidelity_localtree_rf_globalTest,fidelity_supertree_rf_globalTest,fidelity_supertree_rf_localTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,2,No,No,0.7984830985068344,0.5801565001772868,0.7142857142857143,0.709213863060017,0.7142857142857143,0.6744776962168267,0.7142857142857143,0.7129120879120878,0.7142857142857143,0.6779741997133301,0.6813186813186813,0.6635972722929244,0.6813186813186813,0.6653776236926742,0.7077922077922078,0.6952716952716953,0.7077922077922078,0.6919440006997611,0.7362637362637363,0.8351648351648352,0.7597402597402597,0.8441558441558441,0.8506493506493507,0.8461538461538461,0.7142857142857143,0.6703296703296703,0.7402597402597403,0.6753246753246753,0.6060606060606061,0.4666666666666667,0.4166666666666667,0.3333333333333333,0.55,0.5729166666666666,0.49166666666666664,0.7666666666666667,0.4583333333333333,0.8
